model,year,odometer,price,location,driveTrain,DAS,accident_history,paintJob,wheels,emi,zipCode,interior,state
Model 3,,15154.0,31500.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$486 /mo,85305,All Black Partial Premium Interior,CA
Model 3,,27650.0,31500.0,"Silver Spring, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$486 /mo,85305,All Black Partial Premium Interior,MD
Model 3,,29415.0,31500.0,"Available to view in Kennesaw, GA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$486 /mo,85305,All Black Partial Premium Interior,GA
Model 3,,33596.0,30800.0,"Tucson, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$473 /mo,85704,All Black Partial Premium Interior,AZ
Model 3,,10649.0,32000.0,"Available to view in Mesa, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$495 /mo,85704,Black and White Partial Premium Interior,AZ
Model 3,,15911.0,33200.0,"Scottsdale, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$516 /mo,85704,All Black Partial Premium Interior,AZ
Model 3,,43292.0,28400.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$430 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,41503.0,29100.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$442 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,46901.0,29500.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$450 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,30131.0,29600.0,"Temecula, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$451 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,49711.0,30300.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$464 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,49942.0,30300.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$464 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,32158.0,30300.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$464 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,38468.0,30300.0,"LONG BEACH, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$464 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,29339.0,30600.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$469 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,31550.0,30700.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Sport Wheels,$471 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,27678.0,30800.0,"LONG BEACH, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$473 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,27832.0,31000.0,"Available to view in UPLAND, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$477 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,17484.0,31400.0,"LONG BEACH, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$484 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,28419.0,31400.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$484 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,27650.0,31500.0,"Available to view in Bakersfield, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$486 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,29415.0,31500.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$486 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,28221.0,31600.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$487 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,21748.0,31900.0,"Temecula, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$493 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,20395.0,32300.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$500 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,22457.0,32400.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$502 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,12968.0,33100.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$514 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,47438.0,33100.0,"Walnut, CA",Model 3 Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$514 /mo,91301,All Black Premium Interior,CA
Model 3,,16241.0,33300.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$518 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,10624.0,33300.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$518 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,25710.0,33500.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$522 /mo,91301,Black and White Partial Premium Interior,CA
Model 3,,28892.0,33800.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$527 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,13623.0,34800.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$545 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,26728.0,35100.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$550 /mo,91301,All Black Partial Premium Interior,CA
Model 3,,27092.0,35700.0,"Walnut, CA",Model 3 Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$561 /mo,91301,All Black Premium Interior,CA
Model 3,,23925.0,36300.0,"Walnut, CA",Model 3 Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,19’’ Sport Wheels,$572 /mo,91301,All Black Premium Interior,CA
Model 3,,15885.0,36400.0,"Available to view in Bakersfield, CA",Model 3 Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$574 /mo,91301,All Black Premium Interior,CA
Model 3,,21881.0,37300.0,"Walnut, CA",Model 3 Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$590 /mo,91301,All Black Premium Interior,CA
Model 3,,43292.0,28400.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$430 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,41503.0,29100.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$442 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,46901.0,29500.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$450 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,30131.0,29600.0,"Temecula, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$451 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,49942.0,30300.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$464 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,32158.0,30300.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$464 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,49711.0,30300.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$464 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,38468.0,30300.0,"LONG BEACH, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$464 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,29339.0,30600.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$469 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,31550.0,30700.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Sport Wheels,$471 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,27678.0,30800.0,"LONG BEACH, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$473 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,27832.0,31000.0,"Available to view in UPLAND, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$477 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,17484.0,31400.0,"LONG BEACH, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$484 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,28419.0,31400.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$484 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,27650.0,31500.0,"Available to view in Bakersfield, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$486 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,29415.0,31500.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$486 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,28221.0,31600.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$487 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,21748.0,31900.0,"Temecula, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$493 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,20395.0,32300.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$500 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,22457.0,32400.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$502 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,12968.0,33100.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$514 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,47438.0,33100.0,"Walnut, CA",Model 3 Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$514 /mo,91801,All Black Premium Interior,CA
Model 3,,10624.0,33300.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$518 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,16241.0,33300.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$518 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,25710.0,33500.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$522 /mo,91801,Black and White Partial Premium Interior,CA
Model 3,,28892.0,33800.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$527 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,13623.0,34800.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$545 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,26728.0,35100.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$550 /mo,91801,All Black Partial Premium Interior,CA
Model 3,,27092.0,35700.0,"Walnut, CA",Model 3 Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$561 /mo,91801,All Black Premium Interior,CA
Model 3,,23925.0,36300.0,"Walnut, CA",Model 3 Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,19’’ Sport Wheels,$572 /mo,91801,All Black Premium Interior,CA
Model 3,,15885.0,36400.0,"Available to view in Bakersfield, CA",Model 3 Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$574 /mo,91801,All Black Premium Interior,CA
Model 3,,21881.0,37300.0,"Walnut, CA",Model 3 Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$590 /mo,91801,All Black Premium Interior,CA
Model 3,,43292.0,28400.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$430 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,41503.0,29100.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$442 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,46901.0,29500.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$450 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,30131.0,29600.0,"Temecula, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$451 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,36964.0,29800.0,"Available to view in Stockton, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Sport Wheels,$455 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,49942.0,30300.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$464 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,32158.0,30300.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$464 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,49711.0,30300.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$464 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,38468.0,30300.0,"LONG BEACH, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$464 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,15780.0,30500.0,"Available to view in Gilroy, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,Previously Repaired,Red Multi-Coat Paint,18’’ Aero Wheels,$468 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,29339.0,30600.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$469 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,31550.0,30700.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Sport Wheels,$471 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,27678.0,30800.0,"LONG BEACH, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$473 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,27832.0,31000.0,"Available to view in UPLAND, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$477 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,17484.0,31400.0,"LONG BEACH, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$484 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,28419.0,31400.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$484 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,27650.0,31500.0,"Available to view in Bakersfield, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$486 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,29415.0,31500.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$486 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,28221.0,31600.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$487 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,21748.0,31900.0,"Temecula, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$493 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,21311.0,32000.0,"Available to view in Gilroy, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$495 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,20395.0,32300.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$500 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,22457.0,32400.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$502 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,12968.0,33100.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$514 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,47438.0,33100.0,"Walnut, CA",Model 3 Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$514 /mo,93311,All Black Premium Interior,CA
Model 3,,10624.0,33300.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$518 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,16241.0,33300.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$518 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,25710.0,33500.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Sport Wheels,$522 /mo,93311,Black and White Partial Premium Interior,CA
Model 3,,28892.0,33800.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$527 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,13623.0,34800.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$545 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,26728.0,35100.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$550 /mo,93311,All Black Partial Premium Interior,CA
Model 3,,27092.0,35700.0,"Walnut, CA",Model 3 Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$561 /mo,93311,All Black Premium Interior,CA
Model 3,,23925.0,36300.0,"Walnut, CA",Model 3 Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,19’’ Sport Wheels,$572 /mo,93311,All Black Premium Interior,CA
Model 3,,15885.0,36400.0,"Available to view in Bakersfield, CA",Model 3 Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$574 /mo,93311,All Black Premium Interior,CA
Model 3,,21881.0,37300.0,"Walnut, CA",Model 3 Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$590 /mo,93311,All Black Premium Interior,CA
Model 3,,38051.0,27300.0,"Silver Spring, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$410 /mo,95403,All Black Partial Premium Interior,MD
Model 3,,42685.0,27400.0,"Available to view in Kennesaw, GA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$412 /mo,95403,All Black Partial Premium Interior,GA
Model 3,,34247.0,27800.0,"Libertyville, IL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$419 /mo,95403,All Black Partial Premium Interior,IL
Model 3,,32254.0,27800.0,"Owings Mills, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,Previously Repaired,Pearl White Paint,18’’ Aero Wheels,$419 /mo,95403,All Black Partial Premium Interior,MD
Model 3,,43292.0,28400.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$430 /mo,95403,All Black Partial Premium Interior,CA
Model 3,,40657.0,28600.0,"Available to view in Rogers, MN",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$433 /mo,95403,All Black Partial Premium Interior,MN
Model 3,,44226.0,28800.0,"Available to view in Roswell, GA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$437 /mo,95403,All Black Partial Premium Interior,GA
Model 3,,41166.0,28800.0,"FORT MYERS, FL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$437 /mo,95403,All Black Partial Premium Interior,FL
Model 3,,47857.0,29000.0,"Owings Mills, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$441 /mo,95403,All Black Partial Premium Interior,MD
Model 3,,41503.0,29100.0,"Walnut, CA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$442 /mo,95403,All Black Partial Premium Interior,CA
Model 3,,43255.0,29300.0,"FORT MYERS, FL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$446 /mo,95403,All Black Partial Premium Interior,FL
